scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C501,The Lokpal of India Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Lokpal of India launched the Internship Scheme for the interns to learn about the implementation of the Lokpal & Lokayuktas Act/ the Prevention of Corruption Act/ the Central Vigilance Commission Act/ & they can contribute towards the effective functioning of the Lokpal of India with fresh ideas,
C502,The NSFDC Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,"The NSFDC Internship Scheme 2024" is implemented by the National Scheduled Castes Finance & Development Corporation/ Ministry of Social Justice & Empowerment/ Govt. of India. The internship will expose students to various programs & schemes undertaken by NSFDC/ offering them hands-on experience in,
C503,Top Class Education For Scheduled Caste Students,central,Any,Any,Any,0,800000,Any,Any,Student,Any,Graduate,A scholarship scheme by Ministry of Social Justice and Empowerment for Scheduled Caste students pursuing studies beyond class 12th admitted in a full-time course in one of the notified institutions. The total annual family income from all sources must be less than or equal to Rs. 8.00 lakh.,
C504,Top Class Education For Students With Disabilities,central,Any,Any,Any,0,800000,Any,Any,Student,Yes,Graduate,A scholarship scheme by DoEPwDs for Students with Disabilities (SwDs) pursuing studies beyond class 12th admitted in a full-time course in one of the 'notified institutions'.,
C505,Travel Grant Scheme For College Teachers / College Librarians / Vice Chancellors / Commission Members And UGC Officers,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,This scheme provides financial assistance to permanent teachers and librarians of colleges and vice-chancellors of state universities/ deemed to be universities and central universities to present research papers at international conferences abroad.,
C506,Upgrading the Skills and Training in Traditional Arts/Crafts for Development,central,Any,14,45,Any,Any,Any,Any,Self-employed,Any,Any,The Upgrading the Skills and Training in Traditional Arts/Crafts for Development (USTTAD) scheme is a program launched by the Ministry of Minority Affairs/ Government of India/ in 2015.,
C507,VAIshwik BHArtiya Vaigyanik (VAIBHAV) Fellowship,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,VAIBHAV Fellowship envisages collaboration between scientists of Indian Diaspora with Indian Higher Educational Institutions/Universities/Public Funded Scientific Institutions. Fellow would identify an Indian Institution for collaboration & may spend upto two months in a year for a max. of 3 years.,
C508,Vanchit Ikai Samooh Aur Vargon Ko Aarthik Sahayata Yojana,central,Any,18,Any,0,300000,Any,Any,Self-employed,Any,Any,The VISVAS (Vanchit Ikai Samooh aur Vargon ko Aarthik Sahayata) Scheme aims to provide interest subvention to OBC/SC Self Help Groups (SHGs) or individuals. It is being implemented by the Ministry of Social Justice and Empowerment.,
C509,Vice Chancellor Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Vice Chancellor Internship Scheme (VCIS) by the University of Delhi aims to provide students with experiential learning opportunities/ integrating academic knowledge with practical work experience. This initiative aligns with the objectives of "Samagra Shiksha" (holistic education) as outlined..,
C510,Vikaas-Day Care Scheme For Person with Disability Children,central,Any,0,14,Any,Any,Any,Any,Any,Yes,Any,Vikaas is a Day care scheme/ primarily to expand the range of opportunities available to a person with disability attaining the age of 10 years for enhancing interpersonal and vocational skills as they are on a transition to higher age groups.,
AP01,Aadabidda Nidhi,state,Andhra Pradesh,18,Any,0,75000,Female,Any,Any,Any,Any,Provides financial assistance of ₹1/500 per month to every eligible woman aged 18-59.,
AP02,Ambedkar Overseas Vidya Nidhi (AOVN),state,Andhra Pradesh,Any,35,0,600000,Any,Any,Student,Any,Postgraduate,Financial assistance for students from marginalized communities to pursue higher education in top-ranked foreign universities.,
AP03,AMRUT / Smart Cities Mission - State Share,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Any,Any,Any,State's financial and administrative contribution to the central missions for developing infrastructure in designated cities.,
AP04,Anganwadi Services (ICDS),state,Andhra Pradesh,0,6,Any,Any,Any,Any,Any,Any,Any,A foundational central-state partnership providing nutrition/ immunization/ health check-ups/ and pre-school education.,
AP05,Annadata Sukhibhava,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,Provides enhanced financial assistance of ₹20/000 annually to farmers.,
AP06,AP State Skill Development Corporation (APSSDC) Schemes,state,Andhra Pradesh,18,35,Any,Any,Any,Any,Un-employed,Any,Any,Offers a wide range of industry-aligned skill development and vocational training programs for youth to enhance employability.,
AP07,Arogya Asara,state,Andhra Pradesh,Any,Any,0,120000,Any,Any,Any,Any,Any,Provides post-operative financial assistance (up to ₹5/000 per month) to patients to cover sustenance during their recovery period.,
AP08,BC/ EBC/ Kapu/ Brahmin Welfare Corporation Schemes,state,Andhra Pradesh,18,55,0,300000,Any,OBC,Self-employed,Any,Any,These corporations run various schemes including subsidized loans/ financial aid/ and skill development programs for their respective communities.,
AP09,Chandranna Bima,state,Andhra Pradesh,18,70,Any,Any,Any,Any,Un-employed,Any,Any,Provides insurance coverage (up to ₹5 lakh) to families of unorganized workers in case of accidental death or disability.,
AP10,Chandranna Chedodu,state,Andhra Pradesh,18,60,0,120000,Any,Any,Self-employed,Any,Any,Provides annual financial assistance of ₹10/000 to support small businessmen like tailors/ barbers/ and washermen (Rajakas).,
AP11,Chandranna Pelli Kanuka,state,Andhra Pradesh,18,Any,0,120000,Any,Any,Any,Any,Secondary,Provides one-time financial assistance for the marriage of girls from poor families belonging to SC/ST/BC/Minority/Differently-abled communities.,
AP12,Chandranna Vahana Mitra,state,Andhra Pradesh,18,60,0,120000,Any,Any,Self-employed,Any,Secondary,Annual financial assistance of ₹10/000 to owner-cum-drivers of autos/ taxis/ and maxi-cabs.,
AP13,Deepam Scheme,state,Andhra Pradesh,18,Any,0,120000,Female,Any,Any,Any,Any,Provision of 3 free gas cylinders per year to every eligible household.,
AP14,Differently Abled Welfare Schemes,state,Andhra Pradesh,Any,Any,0,120000,Any,Any,Any,Yes,Any,Besides pensions/ this includes the distribution of tricycles/ wheelchairs/ hearing aids/ and other assistive devices/ as well as subsidized travel passes.,
AP15,Diesel Subsidy for Fishermen,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Provides subsidized diesel for registered fishing boats to reduce operational costs.,
AP16,Dokka Seethamma Madhyahana Badi Bhojanam,state,Andhra Pradesh,6,15,Any,Any,Any,Any,Student,Any,Any,Provides nutritious and quality mid-day meals to all students in government and aided schools.,
AP17,Dr. YSR Polambadi (Farm School),state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,An extension program where progressive farmers teach best practices in agriculture to fellow farmers in their own fields.,
AP18,Free Bus Travel for Women,state,Andhra Pradesh,18,Any,Any,Any,Female,Any,Any,Any,Any,Offers free travel for all women on state-run RTC buses across Andhra Pradesh.,
AP19,Grama/Ward Volunteers,state,Andhra Pradesh,18,35,Any,Any,Any,Any,Un-employed,Any,Secondary,A system where a volunteer is assigned to approximately 50 households for door-to-door delivery of welfare benefits and services.,
AP20,Incentives for Civil Services Examination,state,Andhra Pradesh,Any,Any,0,600000,Any,Any,Student,Any,Graduate,Financial rewards for UPSC aspirants who clear Prelims (₹1 lakh) and Mains (₹50/000) stages.,
AP21,Input Subsidy for Crop Loss,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,Direct benefit transfer to farmers as compensation for crop damage due to natural calamities.,
AP22,Interest-free loans for Street Vendors,state,Andhra Pradesh,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,Facilitates interest-free bank loans of ₹10/000 to street vendors and traditional artisans (linked with PM SVANidhi).,
AP23,Intintiki Kulai Neeru,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Any,Any,Any,A flagship mission to provide a functional household tap water connection to every home for a safe and adequate water supply.,
AP24,Jala Yagnam / Irrigation Projects,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Any,Any,Any,A long-term state focus on completing pending and starting new irrigation projects to ensure water security for agriculture.,
AP25,Law Nestham,state,Andhra Pradesh,Any,35,Any,Any,Any,Any,Self-employed,Any,Graduate,Provides a monthly stipend of ₹5/000 to junior lawyers during their first three years of practice.,
AP26,Mana Badi Mana Bhavishyattu,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Any,Any,Any,Comprehensive program for upgrading infrastructure in all government schools.,
AP27,Matsyakara Bharosa,state,Andhra Pradesh,18,60,Any,Any,Any,Any,Self-employed,Any,Any,Provides financial aid of ₹10/000 to fishermen families during the annual marine fishing ban period.,
AP28,MeeBhoomi / Webland,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,A digital portal providing public access to land records/ enabling citizens to view details of their property online.,
AP29,MGNREGS - State Component,state,Andhra Pradesh,18,Any,Any,Any,Any,Any,Un-employed,Any,Any,State-level implementation of the central scheme that guarantees 100 days of wage employment to rural households.,
AP30,Minority Welfare Schemes,state,Andhra Pradesh,18,55,0,120000,Any,Any,Self-employed,Any,Any,Includes financial support for Dargahs/Masjids/ scholarships/ and assistance for Christian pilgrimages to Jerusalem.,
AP31,National Health Mission (NHM) - State Component,state,Andhra Pradesh,Any,Any,Any,Any,Any,Any,Any,Any,Any,State-level implementation of various national health programs for maternal health/ child health/ and disease control.,
AP32,NTR Bharosa Pension,state,Andhra Pradesh,60,Any,0,120000,Any,Any,Retired,Any,Any,Provides a monthly social security pension to the elderly/ widows/ disabled persons/ and other vulnerable groups.,
AP33,NTR Housing Scheme,state,Andhra Pradesh,18,Any,0,300000,Any,Any,Any,Any,Any,Aims to provide affordable/ permanent housing for the economically weaker sections in urban and rural areas.,
